Unnamed: 0,FirstName,LastName,StartDate,ExitDate,PositionTitle,Supervisor,ADEmail,Faculty,EmployeeStatus,EmployeeType,TerminationType,DOB,JobFunction,GenderCode,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,StaffType,EmploymentDuration_months,TerminationYear,TerminationMonth,TerminationYearMonth,TenureGroup,EmploymentStatus,StatusValidated,TerminationCategory,VoluntaryTermination,InvoluntaryTermination,ActiveStaff,RetirementCategory,TerminatedStaff,RetainedOver2Years,Total_Survey_Score,PerformanceGroup,EngagementGroup,SatisfactionGroup,Work-Life_BalanceGroup,Total_Survey_Group,Age,JobFunction_LE,PositionTitle_LE,TenureGroup_,Predicted_Terminated,Probability_Terminated
63,Aileen,Pacheco,2022-05-10,2022-07-16,Senior Coordinator,Alicia Farrell,aileen.pacheco@bilearner.com,Faculty of Medicine,Active,Full-Time,Resignation,1994-03-29,RTS-Senior Coordinator,Female,4,2242,2023-02-26,3,2,4,Professional,2.2333333333333334,2022.0,7.0,2022-07,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.0,High,Medium,Low,High,Medium,31,57,31,1,1,0.9998933
64,Aileen,Wright,2023-07-24,,Senior Lecturer,Nathan Silva,aileen.wright@bilearner.com,Faculty of Arts,Active,Part-Time,Unk,1956-03-27,Senior Lecturer,Male,1,2594,2022-12-04,1,5,3,Academic,22.1,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,0,3.0,Low,Low,High,Medium,Medium,69,67,32,2,0,0.06858238
65,Aimee,Berg,2021-06-11,2022-12-03,Deputy Head of Department,Rodney Grant,aimee.berg@bilearner.com,Faculty of Arts,Active,Contract,Retirement,2000-08-21,Deputy Head of Department,Female,4,2880,2023-01-13,1,1,2,Academic,18.0,2022.0,12.0,2022-12,1-3yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,1.3333333333333333,High,Low,Low,Low,Low,24,13,9,2,1,0.99980944
66,Aimee,Davila,2021-05-09,,Specialist,Teresa George,aimee.davila@bilearner.com,Faculty of Arts,Active,Full-Time,Unk,1976-02-16,RTS-Specialist,Male,3,3313,2023-05-31,1,2,2,Professional,48.96666666666667,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,1.6666666666666667,Medium,Low,Low,Low,Low,49,63,42,3,0,0.014558274
67,Aimee,Hughes,2020-08-13,2020-10-02,Officer,Jose Brown,aimee.hughes@bilearner.com,Faculty of Engineering,Voluntarily Terminated,Part-Time,Resignation,1985-04-01,Student Services-Officer,Female,2,3383,2022-11-12,3,2,3,Professional,1.6666666666666667,2020.0,10.0,2020-10,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.6666666666666665,Low,Medium,Low,Medium,Low,40,75,19,1,1,0.9986664
68,Aimee,Santana,2020-12-28,2021-10-01,Research Fellow,Luke Bright,aimee.santana@bilearner.com,Faculty of Engineering,Voluntarily Terminated,Part-Time,Voluntary,1961-03-02,Research Fellow,Male,3,1539,2023-01-22,4,4,5,Academic,9.233333333333333,2021.0,10.0,2021-10,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,4.333333333333333,Medium,High,High,High,High,64,66,25,1,1,0.9998436
69,Aimee,Terry,2019-07-07,2020-02-14,Executive Assistant,Christopher Stewart,aimee.terry@bilearner.com,Faculty of Arts,Active,Full-Time,Retirement,1996-11-30,Administration-Executive Assistant,Female,3,1249,2022-12-22,2,4,2,Professional,7.4,2020.0,2.0,2020-02,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,2.6666666666666665,Medium,Low,High,Low,Low,28,2,12,1,1,0.9998547
70,Ainsley,Booth,2023-01-01,,Lecturer,Anita Chapman,ainsley.booth@bilearner.com,Faculty of Engineering,Active,Part-Time,Unk,1983-12-31,Lecturer,Female,3,1833,2023-01-23,4,3,2,Academic,28.9,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Medium,High,Medium,Low,Medium,41,37,16,2,0,0.10612934
71,Alain,Robinson,2019-05-03,2023-06-02,Senior Lecturer,Stephanie Griffin,alain.robinson@bilearner.com,Faculty of Engineering,Voluntarily Terminated,Part-Time,Involuntary,1993-01-10,Senior Lecturer,Male,3,1098,2022-12-28,2,2,2,Academic,49.7,2023.0,6.0,2023-06,3-5yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,2.0,Medium,Low,Low,Low,Low,32,67,32,3,1,0.9169851
72,Alaina,Jenkins,2020-10-10,2023-06-23,Associate Professor,John Jordan,alaina.jenkins@bilearner.com,Faculty of Engineering,Active,Contract,Retirement,1974-06-13,Associate Professor,Female,2,3018,2022-09-13,1,1,4,Academic,32.86666666666667,2023.0,6.0,2023-06,1-3yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,2.0,Low,Low,Low,High,Low,50,9,6,2,1,0.934484
73,Alaina,Mayo,2022-07-05,2022-12-28,Research Fellow,Mr. Tony Collier,alaina.mayo@bilearner.com,Faculty of Medicine,Active,Contract,Voluntary,1953-12-29,Research Fellow,Female,5,3152,2023-04-28,1,3,1,Academic,5.866666666666666,2022.0,12.0,2022-12,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,1.6666666666666667,High,Low,Medium,Low,Low,71,66,25,1,1,0.9998729
74,Alan,Haynes,2020-06-19,2021-12-08,Research Fellow,Justin Sherman,alan.haynes@bilearner.com,Faculty of Medicine,Active,Part-Time,Involuntary,1942-02-24,Research Fellow,Female,3,1018,2023-06-21,4,1,4,Academic,17.9,2021.0,12.0,2021-12,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.0,Medium,High,Low,High,Medium,83,66,25,2,1,0.9980751
75,Alan,Holland,2022-07-19,2023-04-25,Assistant Lecturer,Susan Livingston,alan.holland@bilearner.com,Faculty of Arts,Active,Full-Time,Resignation,1999-08-20,Assistant Lecturer,Male,3,3890,2022-10-24,2,3,3,Academic,9.333333333333334,2023.0,4.0,2023-04,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.6666666666666665,Medium,Low,Medium,Medium,Low,25,8,5,1,1,0.99876404
76,Alan,Woods,2023-05-27,2023-07-28,Senior Officer,Erin George,alan.woods@bilearner.com,Faculty of Medicine,Active,Part-Time,Voluntary,1943-05-08,RTS-Senior Officer,Female,5,3027,2023-02-17,3,2,4,Professional,2.066666666666667,2023.0,7.0,2023-07,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.0,High,Medium,Low,High,Medium,82,59,34,1,1,0.99950135
77,Alana,Castro,2021-10-24,,Professor,Deborah Bell,alana.castro@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1954-05-30,Professor,Female,3,3876,2022-11-07,3,2,5,Academic,43.36666666666667,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,Medium,Medium,Low,High,Medium,71,45,20,3,0,0.05615323
78,Alana,Choi,2020-01-16,2021-02-09,Senior Lecturer,Kelly Tate,alana.choi@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Part-Time,Voluntary,1974-02-09,Senior Lecturer,Female,3,1219,2023-07-17,2,2,2,Academic,13.0,2021.0,2.0,2021-02,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.0,Medium,Low,Low,Low,Low,51,67,32,2,1,0.9998054
79,Alana,Nunez,2022-05-22,2022-12-08,Specialist,Rose Johnson,alana.nunez@bilearner.com,Faculty of Engineering,Terminated for Cause,Full-Time,Resignation,1947-05-02,RTS-Specialist,Male,5,3068,2023-05-12,3,2,1,Professional,6.666666666666667,2022.0,12.0,2022-12,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.0,High,Medium,Low,Low,Low,78,63,42,1,1,0.9993691
80,Alani,Cooley,2019-12-23,2023-08-05,Assistant Lecturer,Julie Donovan,alani.cooley@bilearner.com,Faculty of Medicine,Active,Part-Time,Retirement,1987-03-29,Assistant Lecturer,Female,1,3086,2023-07-13,4,2,2,Academic,44.03333333333333,2023.0,8.0,2023-08,3-5yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,2.6666666666666665,Low,High,Low,Low,Low,38,8,5,3,1,0.91401577
81,Alani,Phillips,2021-12-31,2023-05-10,Senior Lecturer,Jim Melton,alani.phillips@bilearner.com,Faculty of Engineering,Terminated for Cause,Part-Time,Involuntary,1950-06-09,Senior Lecturer,Male,5,3264,2023-07-19,1,4,3,Academic,16.5,2023.0,5.0,2023-05,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,2.6666666666666665,High,Low,High,Medium,Low,74,67,32,2,1,0.99983203
82,Alanna,Mullins,2020-04-15,2022-05-13,Senior Officer,Dustin Sanchez,alanna.mullins@bilearner.com,Faculty of Medicine,Active,Full-Time,Involuntary,1979-01-03,Administration-Senior Officer,Female,3,3934,2023-04-07,3,3,2,Professional,25.266666666666666,2022.0,5.0,2022-05,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,2.6666666666666665,Medium,Medium,Medium,Low,Low,46,7,34,2,1,0.8792066
83,Alannah,Rivas,2022-08-07,2023-04-26,Lecturer,Stacy Lopez,alannah.rivas@bilearner.com,Faculty of Engineering,Active,Contract,Resignation,1994-05-20,Lecturer,Male,4,2572,2022-10-19,1,1,2,Academic,8.733333333333333,2023.0,4.0,2023-04,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,1.3333333333333333,High,Low,Low,Low,Low,31,37,16,1,1,0.9999461
84,Alayna,Hess,2020-08-04,2022-02-04,Senior Lecturer,Todd Baker,alayna.hess@bilearner.com,Faculty of Arts,Active,Full-Time,Involuntary,1958-06-08,Senior Lecturer,Female,3,3905,2023-06-12,5,5,5,Academic,18.3,2022.0,2.0,2022-02,1-3yrs,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,5.0,Medium,High,High,High,High,66,67,32,2,1,0.9997571
85,Albert,Gonzalez,2018-08-29,,Animal Technician,Amber Hernandez,albert.gonzalez@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1995-07-18,RTS-Animal Technician,Male,4,3484,2022-09-16,1,2,4,Professional,81.76666666666667,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.333333333333333,High,Low,Low,High,Low,29,48,4,4,0,0.0002620776
86,Alden,Powers,2019-07-04,,Associate Professor (Research),Elizabeth Walker,alden.powers@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1981-01-21,Associate Professor (Research),Male,3,1726,2023-06-14,3,5,3,Academic,71.46666666666667,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,Medium,Medium,High,Medium,Medium,44,10,7,4,0,0.00088273
87,Aldo,Dyer,2020-09-02,2023-05-26,Assistant Lecturer,Chase Ramirez,aldo.dyer@bilearner.com,Faculty of Arts,Voluntarily Terminated,Contract,Resignation,1989-10-07,Assistant Lecturer,Female,3,3696,2022-12-01,2,1,2,Academic,33.2,2023.0,5.0,2023-05,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,1.6666666666666667,Medium,Low,Low,Low,Low,35,8,5,2,0,0.20221052
88,Alec,Stephens,2020-02-25,,Senior Officer,Jessica Garcia,alec.stephens@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,2000-06-14,Student Services-Senior Officer,Female,3,1989,2023-05-04,4,2,5,Professional,63.6,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,Medium,High,Low,High,Medium,24,77,34,4,0,0.000258761
89,Aleena,David,2019-05-26,,Assistant Lecturer,Louis Griffith,aleena.david@bilearner.com,Faculty of Arts,Active,Full-Time,Unk,1943-10-05,Assistant Lecturer,Female,2,2951,2023-05-31,3,1,3,Academic,72.76666666666667,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.333333333333333,Low,Medium,Low,Medium,Low,81,8,5,4,0,0.00032156406
90,Aleena,Mercer,2020-01-19,,Research Fellow,Kyle Turner,aleena.mercer@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1965-04-19,Research Fellow,Male,4,3714,2023-07-21,3,5,2,Academic,64.83333333333333,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,High,Medium,High,Low,Medium,60,66,25,4,0,0.00041960407
91,Alejandra,Barnes,2018-09-26,2019-10-15,Research Fellow,Yolanda Sanders,alejandra.barnes@bilearner.com,Faculty of Engineering,Voluntarily Terminated,Full-Time,Voluntary,1986-10-26,Research Fellow,Female,3,2078,2022-10-21,5,5,2,Academic,12.8,2019.0,10.0,2019-10,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,4.0,Medium,High,High,Low,High,38,66,25,2,1,0.9998311
92,Alejandra,Mclean,2020-03-19,,Officer,Katie Barry,alejandra.mclean@bilearner.com,Faculty of Engineering,Active,Contract,Unk,1985-04-11,Administration-Officer,Female,3,1240,2023-08-02,1,4,3,Professional,62.833333333333336,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Medium,Low,High,Medium,Low,40,5,19,4,0,0.00036794398
93,Alejandro,Bacong,2022-08-24,,Senior Lecturer,Joseph Mathews,alejandro.bacong@bilearner.com,Faculty of Engineering,Active,Part-Time,Unk,1955-02-25,Senior Lecturer,Male,3,3813,2023-06-06,2,3,4,Academic,33.233333333333334,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Medium,Low,Medium,High,Medium,70,67,32,2,0,0.23246342
94,Alejandro,Wilkinson,2023-02-01,,Associate Professor,Robert Avery,alejandro.wilkinson@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,1995-08-18,Associate Professor,Female,4,2715,2023-01-11,3,5,1,Academic,27.866666666666667,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,3.0,High,Medium,High,Low,Medium,29,9,6,2,0,0.04325263
95,Alena,Bonilla,2019-05-01,,Lecturer,Thomas Lee,alena.bonilla@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,2000-10-14,Lecturer,Male,3,1881,2022-09-18,3,5,3,Academic,73.6,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,Medium,Medium,High,Medium,Medium,24,37,16,4,0,0.00054527924
96,Alena,Ibarra,2019-06-26,2020-01-27,Associate Professor,Brandy Coleman,alena.ibarra@bilearner.com,Faculty of Medicine,Active,Contract,Voluntary,1949-05-19,Associate Professor,Female,2,2404,2023-05-01,3,3,1,Academic,7.166666666666667,2020.0,1.0,2020-01,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.333333333333333,Low,Medium,Medium,Low,Low,76,9,6,1,1,0.99993455
97,Alena,Walter,2022-01-07,,Officer,David Figueroa,alena.walter@bilearner.com,Faculty of Engineering,Active,Full-Time,Unk,1999-07-19,Student Services-Officer,Male,4,2673,2022-10-13,5,1,1,Professional,40.86666666666667,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.333333333333333,High,High,Low,Low,Low,25,75,19,3,0,0.017148629
98,Alessandra,Huynh,2020-10-27,2021-11-08,Senior Lecturer,Brandon Bates,alessandra.huynh@bilearner.com,Faculty of Engineering,Voluntarily Terminated,Part-Time,Voluntary,1968-09-12,Senior Lecturer,Female,3,1238,2022-12-29,1,3,3,Academic,12.566666666666666,2021.0,11.0,2021-11,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.333333333333333,Medium,Low,Medium,Medium,Low,56,67,32,2,1,0.99942136
99,Alessandra,Lee,2020-02-12,2022-07-15,Officer,Lauren Douglas,alessandra.lee@bilearner.com,Faculty of Medicine,Active,Contract,Retirement,1943-11-30,Student Services-Officer,Female,3,3921,2023-06-30,4,3,2,Professional,29.466666666666665,2022.0,7.0,2022-07,1-3yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,3.0,Medium,High,Medium,Low,Medium,81,75,19,2,1,0.89560765
100,Alessandra,Novak,2018-09-10,2023-06-08,Senior Lecturer,William Murray,alessandra.novak@bilearner.com,Faculty of Engineering,Active,Part-Time,Resignation,1983-04-10,Senior Lecturer,Female,2,2247,2023-02-16,3,4,4,Academic,57.73333333333333,2023.0,6.0,2023-06,3-5yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,3.6666666666666665,Low,Medium,High,High,Medium,42,67,32,3,1,0.84699345
101,Alessandro,Chavez,2020-05-12,,Lecturer,Steve Macdonald,alessandro.chavez@bilearner.com,Faculty of Arts,Active,Part-Time,Unk,1963-08-20,Lecturer,Female,3,1944,2022-12-12,1,4,1,Academic,61.03333333333333,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,2.0,Medium,Low,High,Low,Low,61,37,16,4,0,0.00038616685
102,Alessandro,Fuller,2021-09-09,,Assistant Lecturer,Antonio Wilson,alessandro.fuller@bilearner.com,Faculty of Arts,Active,Part-Time,Unk,1983-09-09,Assistant Lecturer,Male,3,1590,2023-04-20,5,1,3,Academic,44.86666666666667,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Medium,High,Low,Medium,Medium,41,8,5,3,0,0.054748528
103,Alessandro,Harris,2022-09-17,2023-07-10,Senior Officer,Dr. Ray Austin,alessandro.harris@bilearner.com,Faculty of Medicine,Active,Part-Time,Retirement,1956-05-04,HR-Senior Officer,Female,3,1585,2022-12-23,5,4,4,Professional,9.866666666666667,2023.0,7.0,2023-07,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,4.333333333333333,Medium,High,High,High,High,69,26,34,1,1,0.99981827
104,Alessandro,Sawyer,2021-03-25,,Senior Officer,Holly Mooney,alessandro.sawyer@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1995-08-11,Student Services-Senior Officer,Female,1,3194,2022-12-26,2,5,5,Professional,50.46666666666667,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,4.0,Low,Low,High,High,High,29,77,34,3,0,0.0023308375
105,Alex,Collins,2022-02-14,,Senior Lecturer,Tracy Scott,alex.collins@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1953-12-12,Senior Lecturer,Male,1,2874,2023-03-14,3,5,1,Academic,39.6,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Low,Medium,High,Low,Medium,71,67,32,3,0,0.08586476
106,Alex,Sweetwater,2020-03-04,2021-09-08,Research Officer,Regina Becker,alex.sweetwater@bilearner.com,Faculty of Medicine,Active,Part-Time,Retirement,1945-10-25,RTS-Research Officer,Male,4,2485,2023-05-14,3,5,5,Professional,18.433333333333334,2021.0,9.0,2021-09,1-3yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,4.333333333333333,High,Medium,High,High,High,79,54,26,2,1,0.9998832
107,Alexa,Mercer,2019-06-05,,Lecturer,Kelly Mathis,alexa.mercer@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1991-04-07,Lecturer,Male,2,2309,2023-01-03,2,5,5,Academic,72.43333333333334,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,4.0,Low,Low,High,High,High,34,37,16,4,0,0.0001942289
108,Alexandra,Bean,2020-03-13,,Research Fellow,Francis York,alexandra.bean@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1973-04-15,Research Fellow,Male,1,2772,2023-04-25,2,4,5,Academic,63.03333333333333,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,Low,Low,High,High,Medium,52,66,25,4,0,0.0008791923
109,Alexandra,Bryant,2021-12-08,,Senior Research Officer,Mario Moran,alexandra.bryant@bilearner.com,Faculty of Engineering,Active,Contract,Unk,1967-07-28,RTS-Senior Research Officer,Female,2,2730,2022-09-16,2,3,4,Professional,41.86666666666667,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,3.0,Low,Low,Medium,High,Medium,57,60,36,3,0,0.010010366
110,Alexandra,Kirill,2019-09-08,2020-08-29,Officer,Mark Hernandez,alexandra.kirill@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Full-Time,Retirement,1952-05-31,Student Services-Officer,Female,3,1111,2023-05-11,4,1,1,Professional,11.866666666666667,2020.0,8.0,2020-08,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,2.0,Medium,High,Low,Low,Low,73,75,19,1,1,0.9992518
111,Alexia,Hughes,2023-02-01,2023-02-03,Senior Lecturer,Timothy Powell,alexia.hughes@bilearner.com,Faculty of Medicine,Voluntarily Terminated,Full-Time,Voluntary,1942-07-13,Senior Lecturer,Female,3,1474,2022-09-22,2,1,3,Academic,0.0666666666666666,2023.0,2.0,2023-02,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.0,Medium,Low,Low,Medium,Low,82,67,32,1,1,0.99969745
112,Alexia,Pham,2019-05-23,2022-05-10,Senior Lecturer,Angela Shaffer,alexia.pham@bilearner.com,Faculty of Medicine,Active,Part-Time,Retirement,1998-06-08,Senior Lecturer,Male,3,3792,2022-09-25,2,2,2,Academic,36.1,2022.0,5.0,2022-05,3-5yrs,Terminated,Terminated,Retirement,0,0,0,1,1,0,2.0,Medium,Low,Low,Low,Low,26,67,32,3,1,0.9140599
113,Alexis,Harrell,2021-01-05,2021-06-18,Manager,Jennifer Adams,alexis.harrell@bilearner.com,Faculty of Engineering,Active,Contract,Retirement,1954-03-06,Administration-Manager,Male,3,1686,2023-02-06,2,4,2,Professional,5.466666666666667,2021.0,6.0,2021-06,<1yr,Terminated,Terminated,Retirement,0,0,0,1,1,0,2.6666666666666665,Medium,Low,High,Low,Low,71,4,18,1,1,0.99991405
114,Alexis,Kirby,2020-10-07,,Officer,Keith Odonnell,alexis.kirby@bilearner.com,Faculty of Arts,Active,Part-Time,Unk,1956-01-07,Administration-Officer,Female,2,2152,2023-03-30,3,1,4,Professional,56.1,Active,Active,,3-5yrs,Active,Active,Active,0,0,1,0,0,1,2.6666666666666665,Low,Medium,Low,High,Low,69,5,19,3,0,0.006123335
115,Alexis,Moss,2022-11-03,2023-02-09,Senior Lecturer,Benjamin Frederick,alexis.moss@bilearner.com,Faculty of Medicine,Active,Contract,Resignation,1950-11-07,Senior Lecturer,Female,3,1026,2022-10-09,5,2,5,Academic,3.2666666666666666,2023.0,2.0,2023-02,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,4.0,Medium,High,Low,High,High,74,67,32,1,1,0.9999229
116,Alexis,Nielsen,2023-01-12,,Specialist,Michelle Dickerson,alexis.nielsen@bilearner.com,Faculty of Medicine,Active,Part-Time,Unk,1942-10-30,RTS-Specialist,Female,3,2090,2023-07-23,3,4,3,Professional,28.53333333333333,Active,Active,,1-3yrs,Active,Active,Active,0,0,1,0,0,1,3.333333333333333,Medium,Medium,High,Medium,Medium,82,63,42,2,0,0.09131173
117,Alexus,Estes,2020-04-15,,Associate Professor,April Randolph,alexus.estes@bilearner.com,Faculty of Medicine,Active,Full-Time,Unk,1958-01-03,Associate Professor,Male,1,3514,2022-08-25,2,1,1,Academic,61.93333333333333,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,1.3333333333333333,Low,Low,Low,Low,Low,67,9,6,4,0,0.00016969901
118,Alexus,Greer,2022-07-27,2022-10-09,Executive Assistant,Clayton Phillips,alexus.greer@bilearner.com,Faculty of Engineering,Active,Full-Time,Resignation,1942-04-10,Administration-Executive Assistant,Female,4,2413,2022-11-08,4,2,2,Professional,2.466666666666667,2022.0,10.0,2022-10,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.6666666666666665,High,High,Low,Low,Low,83,2,12,1,1,0.99968565
119,Alexzander,Guzman,2022-06-19,2023-05-20,Executive Assistant,David Patel,alexzander.guzman@bilearner.com,Faculty of Medicine,Active,Contract,Resignation,1982-06-15,Administration-Executive Assistant,Male,2,2425,2023-03-28,2,2,2,Professional,11.166666666666666,2023.0,5.0,2023-05,<1yr,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.0,Low,Low,Low,Low,Low,42,2,12,1,1,0.9995946
120,Alexzander,Pope,2022-10-17,2023-06-26,Research Officer,David Rodriguez,alexzander.pope@bilearner.com,Faculty of Arts,Active,Full-Time,Involuntary,1987-08-24,RTS-Research Officer,Male,3,3823,2022-11-16,5,4,1,Professional,8.4,2023.0,6.0,2023-06,<1yr,Terminated,Terminated,Involuntary Departure,0,1,0,0,1,0,3.333333333333333,Medium,High,High,Low,Medium,37,54,26,1,1,0.9993554
121,Alfred,Caldwell,2019-06-15,,Animal Technician,Isaiah Giles,alfred.caldwell@bilearner.com,Faculty of Medicine,Active,Contract,Unk,1944-09-10,RTS-Animal Technician,Female,4,2153,2023-01-19,3,5,3,Professional,72.1,Active,Active,,5-10yrs,Active,Active,Active,0,0,1,0,0,1,3.6666666666666665,High,Medium,High,Medium,Medium,80,48,4,4,0,0.0033115207
122,Alfred,Digitale,2020-04-29,2021-10-20,Officer,Nathan Kelly,alfred.digitale@bilearner.com,Faculty of Medicine,Active,Full-Time,Resignation,1954-04-07,Finance-Officer,Male,2,2580,2022-10-28,1,2,4,Professional,17.966666666666665,2021.0,10.0,2021-10,1-3yrs,Terminated,Terminated,Voluntary Departure,1,0,0,0,1,0,2.333333333333333,Low,Low,Low,High,Low,71,19,19,2,1,0.99978775
